286,103,ANZ,WF,CMOAU48848463434,2016-08-01 15:30:12,2016/08/01 00:00:00,USD,1547,USD,1547,,NULL,,,,,SHA,160801,2016-08-01T15:30:12.000000000+10:00,2016-08-01T05:30:12.000000000+00:00,2016/08/01 05:30:12,ANZ,WF,CONFIRMATION,BOOK
287,103,ANZ,WF,CMOAU48933243434,2016-08-01 15:57:19,2016/08/01 00:00:00,AUD,77208.95,AUD,77208.95,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T15:57:19.000000000+10:00,2016-08-01T05:57:19.000000000+00:00,2016/08/01 05:57:19,ANZ,WF,REQUEST,BOOK
287,103,ANZBAU3MXXX,WFBIUS6SXXX,CMOAU48933243434,2016/08/01 01:57:19,2016/08/01 00:00:00,AUD,77208.95,AUD,77208.95,,,,,,,OUR,160801,2016-08-01T01:57:19.000000000-05:00,2016-08-01T05:57:20.000000000+00:00,2016/08/01 05:57:20,ANZ,WF,CONFIRMATION,BOOK
288,103,ANZBAU3MXXX,PNBPUS3NNYC,1003901886363,2016/08/01 02:00:29,2016/08/01 00:00:00,USD,200,USD,200,D,//FW091101455,WELLS FARGO BANK NA (MICHIGAN),,,,SHA,160801,2016-08-01T02:00:29.000000000-05:00,2016-08-01T06:00:29.000000000+00:00,2016/08/01 06:00:29,ANZ,WF,REQUEST,BOOK
288,103,ANZ,WF,1003901886363,2016-08-01 16:00:30,2016/08/01 00:00:00,USD,200,USD,200,,NULL,,,,,SHA,160801,2016-08-01T16:00:30.000000000+10:00,2016-08-01T06:00:30.000000000+00:00,2016/08/01 06:00:30,ANZ,WF,CONFIRMATION,BOOK
289,103,ANZ,WF,CMOAU48852993434,2016-08-01 16:10:45,2016/08/01 00:00:00,USD,39912.1,USD,39912.1,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T16:10:45.000000000+10:00,2016-08-01T06:10:45.000000000+00:00,2016/08/01 06:10:45,ANZ,WF,REQUEST,BOOK
289,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48852993434,2016/08/01 02:10:45,2016/08/01 00:00:00,USD,39912.1,USD,39912.1,A,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T02:10:45.000000000-05:00,2016-08-01T06:10:46.000000000+00:00,2016/08/01 06:10:46,ANZ,WF,CONFIRMATION,BOOK
290,202.COV,PNBPUS33PHL,ANZBAU3MXXX,F50801079912000,2016/08/01 02:11:50,2016/08/01 00:00:00,USD,11.84,USD,11.84,,,,,,,,160801,2016-08-01T02:11:50.000000000-05:00,2016-08-01T06:11:50.000000000+00:00,2016/08/01 06:11:50,WF,ANZ,#N/A,BOOK
291,202.COV,PNBPUS33PHL,ANZBAU3MXXX,F50801079796000,2016/08/01 02:11:50,2016/08/01 00:00:00,USD,11.84,USD,11.84,,,,,,,,160801,2016-08-01T02:11:50.000000000-05:00,2016-08-01T06:11:50.000000000+00:00,2016/08/01 06:11:50,WF,ANZ,#N/A,BOOK
292,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48876673434,2016/08/01 02:14:11,2016/08/01 00:00:00,USD,11859.24,USD,11859.24,A,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T02:14:11.000000000-05:00,2016-08-01T06:14:11.000000000+00:00,2016/08/01 06:14:11,ANZ,WF,REQUEST,BOOK
292,103,ANZ,WF,CMOAU48876673434,2016-08-01 16:14:12,2016/08/01 00:00:00,USD,11859.24,USD,11859.24,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T16:14:12.000000000+10:00,2016-08-01T06:14:12.000000000+00:00,2016/08/01 06:14:12,ANZ,WF,CONFIRMATION,BOOK
293,103,ANZ,WF,1003900173304,2016-08-01 16:17:01,2016/08/01 00:00:00,AUD,433719.1,AUD,433719.1,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T16:17:01.000000000+10:00,2016-08-01T06:17:01.000000000+00:00,2016/08/01 06:17:01,ANZ,WF,REQUEST,BOOK
293,103,ANZBAU3MXXX,WFBIUS6SXXX,1003900173304,2016/08/01 02:17:02,2016/08/01 00:00:00,AUD,433719.1,AUD,433719.1,,,,,,,SHA,160801,2016-08-01T02:17:02.000000000-05:00,2016-08-01T06:17:02.000000000+00:00,2016/08/01 06:17:02,ANZ,WF,CONFIRMATION,BOOK
294,103,ANZ,WF,RIAU251486583788,2016-08-01 16:29:01,2016/08/01 00:00:00,USD,700,USD,700,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T16:29:01.000000000+10:00,2016-08-01T06:29:01.000000000+00:00,2016/08/01 06:29:01,ANZ,WF,REQUEST,BOOK
294,103,ANZBAU3MXXX,PNBPUS3NNYC,RIAU251486583788,2016/08/01 02:29:04,2016/08/01 00:00:00,USD,700,USD,700,A,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T02:29:04.000000000-05:00,2016-08-01T06:29:04.000000000+00:00,2016/08/01 06:29:04,ANZ,WF,CONFIRMATION,BOOK
295,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48872773434,2016/08/01 03:03:21,2016/08/01 00:00:00,USD,1000,USD,1000,A,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T03:03:21.000000000-05:00,2016-08-01T07:03:21.000000000+00:00,2016/08/01 07:03:21,ANZ,WF,REQUEST,BOOK
295,103,ANZ,WF,CMOAU48872773434,2016-08-01 17:03:23,2016/08/01 00:00:00,USD,1000,USD,1000,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T17:03:23.000000000+10:00,2016-08-01T07:03:23.000000000+00:00,2016/08/01 07:03:23,ANZ,WF,CONFIRMATION,BOOK
296,103,ANZ,WF,CMOAU48801893434,2016-08-01 17:04:43,2016/08/01 00:00:00,USD,9493.47,USD,9493.47,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T17:04:43.000000000+10:00,2016-08-01T07:04:43.000000000+00:00,2016/08/01 07:04:43,ANZ,WF,REQUEST,BOOK
296,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48801893434,2016/08/01 03:04:44,2016/08/01 00:00:00,USD,9493.47,USD,9493.47,A,//FW121000248,WFBIUS6SXXX,,,,SHA,160801,2016-08-01T03:04:44.000000000-05:00,2016-08-01T07:04:44.000000000+00:00,2016/08/01 07:04:44,ANZ,WF,CONFIRMATION,BOOK
297,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48914233434,2016/08/01 03:04:52,2016/08/01 00:00:00,USD,39535.36,USD,39535.36,A,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T03:04:52.000000000-05:00,2016-08-01T07:04:52.000000000+00:00,2016/08/01 07:04:52,ANZ,WF,REQUEST,BOOK
297,103,ANZ,WF,CMOAU48914233434,2016-08-01 17:04:53,2016/08/01 00:00:00,USD,39535.36,USD,39535.36,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T17:04:53.000000000+10:00,2016-08-01T07:04:53.000000000+00:00,2016/08/01 07:04:53,ANZ,WF,CONFIRMATION,BOOK
298,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48921733434,2016/08/01 03:05:05,2016/08/01 00:00:00,USD,24497.67,USD,24497.67,A,WFBIUS6S,,,,,SHA,160801,2016-08-01T03:05:05.000000000-05:00,2016-08-01T07:05:05.000000000+00:00,2016/08/01 07:05:05,ANZ,WF,REQUEST,BOOK
298,103,ANZ,WF,CMOAU48921733434,2016-08-01 17:05:08,2016/08/01 00:00:00,USD,24497.67,USD,24497.67,,WFBIUS6S,,,,,SHA,160801,2016-08-01T17:05:08.000000000+10:00,2016-08-01T07:05:08.000000000+00:00,2016/08/01 07:05:08,ANZ,WF,CONFIRMATION,BOOK
231,103,WF,ANZ,F60729314498001,2016-08-01 17:19:23,2016/08/01 00:00:00,USD,218932.87,NULL,NULL,,NULL,,,,,SHA,160801,2016-08-01T17:19:23.000000000+10:00,2016-08-01T07:19:23.000000000+00:00,2016/08/01 07:19:23,WF,ANZ,CONFIRMATION,BOOK
168,103,WF,ANZ,F60729163325000,2016-08-01 17:34:39,2016/08/01 00:00:00,USD,54993,USD,55000,,ANZBFJFXXXX,,,,,SHA,160801,2016-08-01T17:34:39.000000000+10:00,2016-08-01T07:34:39.000000000+00:00,2016/08/01 07:34:39,WF,ANZ,CONFIRMATION,BOOK
299,103,ANZBAU3MXXX,WFBIUS6SXXX,1608010107673020,2016/08/01 04:00:38,2016/08/01 00:00:00,AUD,95828,AUD,95828,D,WELLS FARGO BANK NA,420 MONTGOMERY ST 7TH FL,SAN FRANCISCO CA  UNITED STATES,,,SHA,160801,2016-08-01T04:00:38.000000000-05:00,2016-08-01T08:00:38.000000000+00:00,2016/08/01 08:00:38,ANZ,WF,REQUEST,BOOK
299,103,ANZ,WF,AU11608010103203,2016-08-01 18:00:38,2016/08/01 00:00:00,AUD,95828,AUD,95828,,NULL,,,,,OUR,160801,2016-08-01T18:00:38.000000000+10:00,2016-08-01T08:00:38.000000000+00:00,2016/08/01 08:00:38,ANZ,WF,CONFIRMATION,BOOK
300,202.COV,PNBPUS33PHL,ANZBAU3MXXX,F50801110273000,2016/08/01 04:09:11,2016/08/01 00:00:00,USD,1268.71,,,,,,,,,,160801,2016-08-01T04:09:11.000000000-05:00,2016-08-01T08:09:11.000000000+00:00,2016/08/01 08:09:11,WF,ANZ,#N/A,BOOK
301,103,PNBPUS33PHL,ANZBAU3MXXX,F60801114868000,2016/08/01 04:22:45,2016/08/01 00:00:00,USD,1745,USD,1745,,,,,,,SHA,160801,2016-08-01T04:22:45.000000000-05:00,2016-08-01T08:22:45.000000000+00:00,2016/08/01 08:22:45,WF,ANZ,REQUEST,BOOK
302,202,PNBPHKHHXXX,ANZBAU3MXXX,201608014359,2016/08/01 05:12:36,2016/08/02 00:00:00,AUD,70000,,,A,WPACAU2S,,,,,,160802,2016-08-01T05:12:36.000000000-05:00,2016-08-01T09:12:36.000000000+00:00,2016/08/01 09:12:36,WF,ANZ,REQUEST,INTERMEDIARY
303,103,ANZ,WF,CMOAU48892763434,2016-08-01 19:33:00,2016/08/01 00:00:00,USD,6840,USD,6840,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T19:33:00.000000000+10:00,2016-08-01T09:33:00.000000000+00:00,2016/08/01 09:33:00,ANZ,WF,REQUEST,BOOK
303,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48892763434,2016/08/01 05:33:02,2016/08/01 00:00:00,USD,6840,USD,6840,A,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T05:33:02.000000000-05:00,2016-08-01T09:33:02.000000000+00:00,2016/08/01 09:33:02,ANZ,WF,CONFIRMATION,BOOK
304,103,ANZ,WF,1003901513542,2016-08-01 19:47:20,2016/08/01 00:00:00,USD,28607,USD,28607,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T19:47:20.000000000+10:00,2016-08-01T09:47:20.000000000+00:00,2016/08/01 09:47:20,ANZ,WF,REQUEST,BOOK
